nomeProposicao,idProposicao,idProposicaoPrincipal,nomeProposicaoOrigem,tipoProposicao,tema,Ementa,ExplicacaoEmenta,Autor,ideCadastro,ufAutor,partidoAutor,DataApresentacao,RegimeTramitacao,UltimoDespacho,Apreciacao,Indexacao,Situacao,LinkInteiroTeor,apensadas,apensadas_proposicao
PL 3939/2024,2462403,"
  ","
  ",Projeto de Lei,"Ciência, Tecnologia e Inovação; Saúde","Altera a Lei nº 8.080, de 19 de setembro de 1990, para dispor sobre a modalidade de telemedicina teleinterconsulta.","
  ",Tadeu Oliveira,230177,CE,PL        ,14/10/2024,.,"
  ",.,"Alteração, Lei Orgânica da Saúde (1990), diretrizes, teleinterconsulta, aprimoramento, Telessaúde, Sistema Único de Saúde (SUS).   ",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484974,,
PL 3938/2024,2462322,"
  ","
  ",Projeto de Lei,Direito Penal e Processual Penal; Meio Ambiente e Desenvolvimento Sustentável,"Altera o art. 28-A do Decreto-Lei nº 3.689, de 3 de outubro de 1941, para vedar a concessão de Acordo de Não Persecução Penal (ANPP) para investigados pelos crimes previstos na Lei 9.605, de 12 de fevereiro de 1998.
","
  ",Célio Studart,204488,CE,PSD       ,14/10/2024,.,"
  ",.,"Alteração, Código de Processo Penal (1941), proibição, Acordo de não persecução penal, acusado, crime ambiental. ",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484820,,
PL 3937/2024,2462316,"
  ","
  ",Projeto de Lei,Direito Civil e Processual Civil,"Altera a Lei nº 10.169, de 29 de dezembro de 2000, para definir que taxas e emolumentos referentes aos atos notariais necessários ao funcionamento de pessoas jurídicas sem fins lucrativos deverão ter preços módicos. ","
  ",Mário Heringer,74158,MG,PDT       ,14/10/2024,.,"
  ",.,"Alteração, Lei Federal de Emolumentos (2000), fixação, valor, Emolumento, Ato notarial, funcionamento, Entidade sem fins lucrativos.",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484812,,
PL 3936/2024,2462314,"
  ","
  ",Projeto de Lei,"Ciência, Tecnologia e Inovação; Direito Civil e Processual Civil; Indústria, Comércio e Serviços","Altera a Lei nº 9.279, de 14 de maio de 1996, para dispor sobre a obtenção de patentes de invenções ou modelos de utilidade desenvolvidos com o auxílio de sistemas de inteligência artificial.","
  ",Leonardo Gadelha,122195,PB,PODE      ,14/10/2024,.,"
  ",.,"Alteração, Lei de Propriedade Industrial (1996), Patente de invenção, Modelo de utilidade, utilização, inteligência artificial, Instituto Nacional da Propriedade Industrial (INPI), diretrizes. ",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484809,,
PL 3935/2024,2462306,"
  ","
  ",Projeto de Lei,Saúde; Trabalho e Emprego,"Altera a Lei nº 605, de 5 de janeiro de 1949, para reconhecer a validade legal dos atestados de saúde emitidos por psicólogos, fisioterapeutas, cirurgiões-dentistas e enfermeiros, como justificativa para a comprovação de doenças.","
  ",Carla Ayres,229106,SC,PT        ,14/10/2024,.,"
  ",.,"Alteração, Lei do Repouso Semanal Remunerado (1949), reconhecimento, validade, Atestado médico, Profissional de saúde, Psicólogo, Fisioterapeuta, Cirurgião dentista, Enfermeiro, Afastamento ao trabalhador celetista, Doença ocupacional.",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484796,,
PL 3933/2024,2462304,"
  ","
  ",Projeto de Lei,Esporte e Lazer; Previdência e Assistência Social,"Dispõe sobre a vedação de acesso a benefícios sociais por parte de cidadãos que utilizarem recursos de programas sociais para apostas ou jogos online, e dá outras providências. ","
  ",Vicentinho Júnior,137070,TO,PP        ,14/10/2024,.,"
  ",.,"Proibição, beneficiário, Programa social, utilização, recursos, aposta, jogo de azar, descumprimento, suspensão, Benefício assistencial. ",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484794,,
PL 3934/2024,2462305,"
  ","
  ",Projeto de Lei,Esporte e Lazer; Previdência e Assistência Social; Saúde,"Dispõe sobre a obrigatoriedade de implementação de um serviço social de apoio telefônico para pessoas viciadas em jogos online, e estabelece a prioridade de atendimento psicológico no Sistema Único de Saúde (SUS) para os usuários que se utilizarem do referido serviço. ","
  ",Vicentinho Júnior,137070,TO,PP        ,14/10/2024,.,"
  ",.,"Obrigatoriedade, criação, Serviço Social, Assistência psicossocial,  Assistência à saúde, Dependência psíquica, Atendimento telefônico, Acolhimento (saúde), Vício (comportamento), Jogo online, Jogo eletrônico.",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484795,,
PL 3932/2024,2462276,"
  ","
  ",Projeto de Lei,Direitos Humanos e Minorias; Esporte e Lazer; Saúde,"Institui a Política Nacional de Conscientização e Combate ao Vício Tecnológico em crianças e adolescentes e altera a Lei nº 14.790, de 29 de dezembro de 2023, a fim de prever medidas adicionais de combate à participação de menores de 18 (dezoito) anos na condição de apostador em apostas de quota fixa.","
  ",Romero Rodrigues,160629,PB,PODE      ,14/10/2024,.,"
  ",.,"Criação, Política Nacional de Conscientização e Combate ao Vício Tecnológico em crianças e adolescentes, campanha educativa, saúde mental, diretrizes. _ Alteração, lei federal,  Agente operador de apostas, proibição, menor de idade, apostas de quota fixa, jogo de azar, prevenção, ludopatia. ",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484749,,
PL 3930/2024,2462271,"
  ","
  ",Projeto de Lei,Defesa e Segurança; Direitos Humanos e Minorias,"Acrescenta dispositivo à Lei nº 11.340, de 7 de agosto de 2006, para dispor sobre o direito da mulher que sofre violência doméstica ao porte de arma de fogo.
","
  ",Rodolfo Nogueira,220546,MS,PL        ,14/10/2024,.,"
  ",.,"Alteração, Lei Maria da Penha (2006), critério, concessão, porte de arma, mulher, vítima, violência doméstica",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484728,,
PL 3931/2024,2462274,"
  ","
  ",Projeto de Lei,Defesa e Segurança; Direito Penal e Processual Penal; Direitos Humanos e Minorias,"Altera o artigo 22 da Lei nº 11.340, de 7 de agosto de 2006, possibilitando ao juiz determinar o uso de dispositivos de monitoramento eletrônico no agressor, permitindo o acompanhamento em tempo real da sua localização, quando necessário para garantir a segurança da vítima, nos casos de violência doméstica e familiar contra a mulher.
","
  ",Rodolfo Nogueira,220546,MS,PL        ,14/10/2024,.,"
  ",.,"Alteração, Lei Maria da Penha (2006), medida protetiva de urgência, juiz, determinação, equipamento eletrônico, monitoração eletrônica, agressor, localização, tempo real,  vítima.",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484732,,
PL 3929/2024,2462270,"
  ","
  ",Projeto de Lei,Direito Penal e Processual Penal; Direitos Humanos e Minorias,"Altera o Decreto-Lei nº 3.689, de 3 de outubro de 1941, para vedar a aplicação do acordo de não persecução penal nas hipóteses de crimes raciais. ","
  ",Amom Mandel,220715,AM,CIDADANIA ,14/10/2024,.,"
  ",.,"Alteração, Código de Processo Penal (1941),  proibição, acordo de não persecução penal, acusado, racismo.",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484726,,
PL 3928/2024,2462264,"
  ","
  ",Projeto de Lei,Homenagens e Datas Comemorativas; Saúde,Cria o Dia de Conscientização sobre a Neuralgia do Trigêmeo.,"
  ",Erika Kokay,160575,DF,PT        ,14/10/2024,.,"
  ",.,"Criação, Dia de Conscientização sobre a Neuralgia do Trigêmeo, data comemorativa, outubro, campanha educativa, Sistema Único de Saúde (SUS), Educação e formação profissional, profissional de saúde, diretrizes. ",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484706,,
PL 3927/2024,2462229,"
  ","
  ",Projeto de Lei,"Agricultura, Pecuária, Pesca e Extrativismo; Finanças Públicas e Orçamento; Indústria, Comércio e Serviços","Dispõe sobre os critérios para a concessão de incentivos fiscais e concessão de terrenos públicos para empresas do setor agroindustrial, com o objetivo de promover a livre iniciativa, o desenvolvimento e a redução das desigualdades sociais e regionais, e dá outras providências.","
  ",Delegado Caveira,220673,PA,PL        ,14/10/2024,.,"
  ",.,"Proibição, concessão, incentivo fiscal, terreno público, empresa, agroindústria, participante, signatário, acordo, compromisso, imposição, restrição, expansão, atividade agropecuária, diretrizes. ",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484665,,
PL 3926/2024,2462207,"
  ","
  ",Projeto de Lei,"Arte, Cultura e Religião; Homenagens e Datas Comemorativas","Declara a Romaria de São Francisco das Chagas, realizada no município de Canindé, Ceará, como Patrimônio Cultural e Imaterial do Brasil e dá outras providências.","
  ",Tadeu Oliveira,230177,CE,PL        ,11/10/2024,.,"
  ",.,"Declaração, Romaria de São Francisco das Chagas, Canindé (CE), Ceará, Patrimônio cultural, Patrimônio imaterial, cultura nacional. ",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484615,,
PL 3925/2024,2462206,"
  ","
  ",Projeto de Lei,Economia; Esporte e Lazer; Saúde,"Revoga as autorizações para exploração de apostas de quota fixa conforme a Lei nº 13.756, de 12 de dezembro de 2018, Lei 14.790, de 29 de dezembro de 2023, e estabelece normas para a proteção da saúde pública, do bem-estar social e da ordem pública.","
  ",David Soares,204511,SP,UNIÃO     ,11/10/2024,.,"
  ",.,"Revogação, autorização, funcionamento, exploração econômica, agente operador de apostas, jogo de azar, aposta esportiva, Apostas de Quota Fixa, proteção, saúde pública, Bem-estar social, ordem pública, prevenção, endividamento, vício (comportamento), ludopatia. _ Proibição, publicidade, jogo de azar. _ Poder público, campanha educativa. ",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484558,,
PL 3924/2024,2462205,"
  ","
  ",Projeto de Lei,Defesa e Segurança; Economia; Esporte e Lazer,"Altera a Lei nº 14.790, 29 de dezembro de 2023, a fim de vedar subvenção, benefício ou incentivo de entes públicos ou governamentais a agentes operadores de apostas; impedir novas apostas em caso de indícios de manipulação de eventos ou resultados por parte de apostador; limitar as formas de aporte e retirada de recursos financeiros pelos apostadores, bem como de pagamento de prêmios pelos agentes operadores; e vedar que pessoas em situação de atestado comprometimento da capacidade financeira e de pagamento participe na condição de apostador.","
  ",David Soares,204511,SP,UNIÃO     ,11/10/2024,.,"
  ",.,"Alteração, Lei Federal, proibição, Governo federal, subvenção, Benefício creditício, incentivo fiscal, Agente operador de apostas. _ Procedimento, apuração, manipulação, resultado, evento desportivo, impedimento, apostador. _ Critério, aporte, prêmio, apostador, prevenção, endividamento, lavagem de dinheiro, financiamento, terrorismo, Arma de destruição em massa.",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484557,,
PL 3923/2024,2462202,"
  ","
  ",Projeto de Lei,Direito Civil e Processual Civil; Direito Penal e Processual Penal; Direitos Humanos e Minorias,Proíbe que indivíduos condenados por crimes hediondos e graves alterem nome e gênero no registro civil.,"
  ",Julia Zanatta,220559,SC,PL        ,11/10/2024,.,"
  ",.,"Proibição, alteração, nome, gênero, registro civil, condenado, Trânsito em julgado, crime hediondo. ",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484553,,
PL 3922/2024,2462191,"
  ","
  ",Projeto de Lei,Comunicações; Esporte e Lazer,"Altera a Lei nº 14.790, de 29 de dezembro de 2023, para proibir a publicidade e propaganda de apostas e jogos de azar.
","
  ",Célio Studart,204488,CE,PSD       ,11/10/2024,.,"
  ",.,"Alteração, Legislação, Apostas de Quota Fixa, Aposta esportiva, proibição, Publicidade, Propaganda, Aposta, Jogo de azar, proteção, Apostador.",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484523,,
PL 3921/2024,2462146,"
  ","
  ",Projeto de Lei,Saúde,"Altera a Lei nº 12.842, de 10 de julho de 2013, que “dispõe sobre o exercício da Medicina”, para dispor sobre a ventilação mecânica não invasiva.","
  ",Bruno Ganem,220635,SP,PODE      ,11/10/2024,.,"
  ",.,"Alteração, Lei do Ato Médico (2013), utilização, Procedimento médico, Tratamento médico, Doença do sistema respiratório, Doença Pulmonar Obstrutiva Crônica (DPOC), Insuficiência respiratória.",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484434,,
PL 3920/2024,2462145,"
  ","
  ",Projeto de Lei,Educação; Previdência e Assistência Social,"Acrescenta na Lei 14601 de 19 de junho de 2023, a obrigatoriedade de curso de educação financeira para beneficiários do Bolso Família.","
  ",Reginaldo Lopes,74161,MG,PT        ,11/10/2024,.,"
  ",.,"Alteração, Lei do Programa Bolsa Família (2023), obrigatoriedade, curso (educação), educação financeira, beneficiário, Bolsa Família",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484433,,
PL 3919/2024,2462144,"
  ","
  ",Projeto de Lei,Administração Pública; Educação; Trabalho e Emprego,"Acrescenta o Art. 428-A ao Decreto-lei n.º 5.452, de 1º de maio de 1943, para permitir que as empresas públicas, sociedades de economia mista e entes da Administração Pública federal, estadual e municipal celebrem contratos de capacitação profissional com jovens aprendizes de 14 a 24 anos, que estejam regularmente matriculados em instituições de ensino médio ou superior.
","
  ",Bruno Ganem,220635,SP,PODE      ,11/10/2024,.,"
  ",.,"Alteração, Consolidação das Leis do Trabalho (CLT) (1943), autorização, contrato de aprendizagem, empresa pública, sociedade de economia mista, administração pública, ente federado, capacitação profissional, jovem aprendiz, instituição de ensino, ensino médio, educação superior.",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484431,,
PL 3918/2024,2462143,"
  ","
  ",Projeto de Lei,Direitos Humanos e Minorias; Educação; Saúde,"Dispõe sobre as garantias ao direito à educação de pessoas com deficiência, transtornos globais de desenvolvimento, altas habilidades/superdotação e autismo, e dá outras providências.
","
  ",Carla Ayres,229106,SC,PT        ,11/10/2024,.,"
  ",.,"Garantia, direito à educação, educação inclusiva, pessoa com deficiência, Transtorno Global do Desenvolvimento (TGD), pessoa superdotada, Transtorno do Espectro Autista (TEA), diretrizes.  ",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484430,,
PL 3917/2024,2462142,"
  ","
  ",Projeto de Lei,Comunicações; Esporte e Lazer,"Altera a Lei  Nº 14.790, de 29 de Dezembro de 2023, determinando a proibição de patrocínio, publicidade e da propaganda das lotéricas denominadas apostas de quota fixa (BETS) em clubes e esportes de alto rendimento.","
  ",Beto Preto,220698,PR,PSD       ,11/10/2024,.,"
  ",.,"Alteração, lei federal, proibição, publicidade, propaganda comercial, Loteria de Apostas de Quota Fixa, Clube esportivo, esporte, alto desempenho. ",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484427,,
PL 3915/2024,2462129,"
  ","
  ",Projeto de Lei,Administração Pública; Economia; Trabalho e Emprego,"Permite aos servidores públicos, empregados de empresas públicas e comissionados a escolha de qualquer instituição financeira para a abertura de conta bancária destinada ao recebimento de vencimentos, proventos e salários.","
  ",Julia Zanatta,220559,SC,PL        ,11/10/2024,.,"
  ",.,"Autorização, servidor público, empregado público, cargo em comissão, escolha, instituição financeira, abertura, conta bancária, recebimento, vencimentos, provento (remuneração), salário. ",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484386,,
PL 3914/2024,2462126,"
  ","
  ",Projeto de Lei,Administração Pública; Direitos Humanos e Minorias; Educação,"Veda a reserva de vagas específicas para pessoas “transgênero” em instituições de ensino superior públicas e privadas, bem como em concursos públicos para ingresso no serviço público federal, estadual e municipal.","
  ",Julia Zanatta,220559,SC,PL        ,11/10/2024,.,"
  ",.,"Proibição, criação, Cota, reserva, Vaga na escola, Instituição de ensino superior pública, Instituição de ensino superior privada, Concurso público, Setor público, Transgênero, Princípio da isonomia, Meritocracia.",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484380,,
PL 3912/2024,2462111,"
  ","
  ",Projeto de Lei,"Direitos Humanos e Minorias; Educação; Indústria, Comércio e Serviços",Institui programa de oferta de cursos de extensão em Língua Brasileira de Sinais (Libras) para famílias de crianças surdas em universidades e institutos federais e cria o Selo de Inclusão para empresas que promovam medidas de apoio à participação dos trabalhadores nesses cursos.,"
  ",Nikolas Ferreira,209787,MG,PL        ,10/10/2024,.,"
  ",.,"Criação, oferta, Curso (educação), Extensão universitária, Língua Brasileira de Sinais (LIBRAS), Família, Criança, Surdo, Universidade federal, Instituto Federal de Educação, Ciência e Tecnologia (Instituto Federal), Educação pública, criação, incentivo, reconhecimento, Empresa, Inclusão social.",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484346,,
PL 3911/2024,2462110,"
  ","
  ",Projeto de Lei,"Agricultura, Pecuária, Pesca e Extrativismo; Cidades e Desenvolvimento Urbano; Estrutura Fundiária; Finanças Públicas e Orçamento","Dispõe sobre a anistia de dívidas vencidas oriundas da venda ou concessão de imóveis rurais ou urbanos localizados nos Perímetros Públicos de irrigação e das tarifas de amortização do investimento público para implantação da infraestrutura de uso comum (K1) e da administração da água, operação e manutenção (K2), dos Projetos Públicos de Irrigação de responsabilidade da CODEVASF e do DNOCS","
  ",Domingos Neto,143632,CE,PSD       ,10/10/2024,.,"
  ",.,"Anistia, desconto, dívida vencida, venda, concessão, imóvel rural, imóvel urbano, Perímetro Público de irrigação, tarifa, amortização, investimento público, Tarifas de amortização do investimento público para implantação da infraestrutura de uso comum (K1), Tarifa de administração da água, operação e manutenção (K2), Projetos Públicos de Irrigação (PPI), Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba (Codevasf), Departamento Nacional de Obras Contra as Secas (DNOCS), diretrizes. ",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484345,,
PL 3910/2024,2462109,"
  ","
  ",Projeto de Lei,Educação,"Institui o prêmio Eficiência nos Primeiros Passos, para professores, diretores e coordenadores pedagógicos de escolas públicas dos primeiro e segundo anos do ensino fundamental cujos alunos apresentem bons desempenhos na avaliação do Saeb 2o ano.","
  ",Nikolas Ferreira,209787,MG,PL        ,10/10/2024,.,"
  ",.,"Ciração, premiação, Prêmio, incentivo, Profissional da educação, reconhecimento, Professor, Diretor, Coordenador, Escola pública, Ensino fundamental, Aluno, Rendimento escolar, desempenho, Sistema de Avaliação da Educação Básica (SAEB).",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484344,,
PL 3909/2024,2462102,"
  ","
  ",Projeto de Lei,"Arte, Cultura e Religião; Direitos Humanos e Minorias",Estabelece regras específicas para a proteção dos direitos autorais dos povos indígenas sobre seus grafismos e pinturas. ,"
  ",Juliana Cardoso,220640,SP,PT        ,10/10/2024,.,"
  ",.,"Proteção, Direito autoral, Obra de arte, Propriedade autoral, Produção cultural, Propriedade intelectual, Indígenas, Pintura (artes), Artes gráficas, Obra de arte.",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484335,,
PL 3908/2024,2462098,"
  ","
  ",Projeto de Lei,Educação,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para incluir a educação e administração financeira nos currículos da educação básica","
  ",Evair Vieira de Melo,178871,ES,PP        ,10/10/2024,.,"
  ",.,"Alteração, Lei de Diretrizes e Bases da Educação Nacional (1996), inclusão, currículo escolar, educação básica, Educação financeira, Administração financeira. ",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484274,,
PL 3907/2024,2462097,"
  ","
  ",Projeto de Lei,Direito Penal e Processual Penal,"Altera a alínea e do inciso I do art. 492 do Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, para estabelecer a execução provisória da pena em caso de condenação pelo Tribunal do Júri, independentemente do total da pena aplicada.","
  ",Evair Vieira de Melo,178871,ES,PP        ,10/10/2024,.,"
  ",.,"Alteração, Código de Processo Penal (1941), critério, Execução penal provisória, condenado, Tribunal do Júri. ",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484273,,
PL 3906/2024,2462096,"
  ","
  ",Projeto de Lei,Administração Pública; Defesa e Segurança,"Proíbe Ministros de Estado de se ausentarem do país em viagens internacionais durante períodos de calamidade pública, estado de emergência ou situações de grande relevância relacionadas às áreas sob suas competências.","
  ",Evair Vieira de Melo,178871,ES,PP        ,10/10/2024,.,"
  ",.,"Proibição, Ministro de Estado, viagem internacional, vigência, calamidade pública, estado de emergência, desastre ambiental. ",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484272,,
PL 3905/2024,2462090,"
  ","
  ",Projeto de Lei,"Direitos Humanos e Minorias; Viação, Transporte e Mobilidade","Dispõe sobre a concessão de desconto nas passagens aéreas para acompanhantes de pessoas com deficiência, mobilidade reduzida e Transtorno do Espectro Autista (TEA), estabelece regras para o transporte aéreo acessível no Brasil, e define a obrigatoriedade de disponibilização clara e acessível do procedimento nos canais de venda.
","
  ",Clodoaldo Magalhães,88256,PE,PV        ,10/10/2024,.,"
  ",.,"Obrigatoriedade, Empresa de transporte aéreo, desconto, passagem aérea, Acompanhante de pessoa com deficiência, Pessoa com mobilidade reduzida, Pessoa com transtorno do espectro autista, diretrizes. ",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484252,,
PL 3904/2024,2462087,"
  ","
  ",Projeto de Lei,"Direito Penal e Processual Penal; Política, Partidos e Eleições","Altera o Parágrafo 4º do artigo 33 da Lei nº 9.504, de 30 de setembro de 1997.","
  ",Fábio Henrique,68720,SE,UNIÃO     ,10/10/2024,.,"
  ",.,"Alteração, Lei das Eleições (1997), crime eleitoral, divulgação, pesquisa eleitoral, fraude, detenção. ",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484249,,
PL 3903/2024,2462086,"
  ","
  ",Projeto de Lei,Saúde,"Altera a Lei nº 9.434, de 4 de Fevereiro de 1997, que dispõe sobre  a remoção de órgãos, tecidos e partes do corpo humano para fins de transplante e tratamento e dá outras providências, para permitir doação de órgãos em situações de doação pareada.","
  ",Carmen Zanotto,164360,SC,CIDADANIA ,10/10/2024,.,"
  ",.,"Alteração, Lei de Transplantes (1997), autorização, doação cruzada de órgão ou tecido, diretrizes. ",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484248,,
PL 3902/2024,2462085,"
  ","
  ",Projeto de Lei,Direito Penal e Processual Penal; Meio Ambiente e Desenvolvimento Sustentável,"Altera o art. 10 da Lei nº 9.605, de 12 de fevereiro de 1998, para estabelecer a interdição temporária de direitos no caso de envolvimento em crimes ambientais que resultem em desmatamento, queimadas ou degradação significativa do meio ambiente.","
  ",Sâmia Bomfim,204535,SP,PSOL      ,10/10/2024,.,"
  ",.,"Alteração, Lei dos Crimes Ambientais (1998), fixação, prazo, interdição temporária de direitos, condenado, crime ambiental, queimada, incêndio florestal, desmatamento, degradação ambiental.",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484247,,
PL 3901/2024,2462084,"
  ","
  ",Projeto de Lei,"Direitos Humanos e Minorias; Energia, Recursos Hídricos e Minerais; Finanças Públicas e Orçamento; Previdência e Assistência Social","Altera a Lei nº 12.212, de 20 de janeiro de 2010, para instituir novos limites para as faixas de consumo da Tarifa Social de Energia Elétrica.","
  ",Carla Ayres,229106,SC,PT        ,10/10/2024,.,"
  ",.,"Alteração, lei federal, aumento, limite, consumo de energia,  Tarifa Social de Energia Elétrica (TSEE), comunidade tradicional, inscrição, Cadastro Único para Programas Sociais do Governo Federal (CadÚnico).",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484246,,
PL 3900/2024,2462083,"
  ","
  ",Projeto de Lei,"Administração Pública; Energia, Recursos Hídricos e Minerais","Altera a Lei nº 9.478, de 6 de agosto de 1997, com o objetivo de determinar a participação, na composição do Conselho Nacional de Política Energética – CNPE, de especialistas em energia representantes da sociedade civil organizada.","
  ",Carla Ayres,229106,SC,PT        ,10/10/2024,.,"
  ",.,"Alteração, Lei do Petróleo (1997), Conselho Nacional de Política Energética (CNPE), participação, especialista em energia, entidade, membro representante, Organização da sociedade civil, movimento social.",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484241,,
PL 3899/2024,2462082,"
  ","
  ",Projeto de Lei,"Direitos Humanos e Minorias; Energia, Recursos Hídricos e Minerais; Meio Ambiente e Desenvolvimento Sustentável; Previdência e Assistência Social","Dispõe sobre medidas de combate à pobreza energética, incluindo a criação do Programa Fogão Limpo, e dá outras providências para garantir acesso à energia e eficiência energética às famílias de baixa renda inscritas no Cadastro Único para Programas Sociais do Governo Federal (CadÚnico).","
  ",Carla Ayres,229106,SC,PT        ,10/10/2024,.,"
  ",.,"Criação, Programa Nacional de Redução da Poluição Doméstica por Meio da Instalação de Fogões Eficientes (Programa Fogão Limpo), diretrizes, eficiência energética, família de baixa renda, Cadastro Único para Programas Sociais do Governo Federal (CadÚnico), Sustentabilidade ambiental, previsão, Lei Orçamentária Anual (LOA), diretrizes.",SECAP(SGM) - Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2484240,,
